uuid,image_0_url,image_0_description,image_1_url,image_1_description,instructions
af4a4d01-8d8e-4c5a-96f7-474002d8349c,https://banodoco.s3.amazonaws.com/af4a4d01-8d8e-4c5a-96f7-474002d8349c_0.png,"The woman in the image has a smile on her face and is looking at the camera. Her body position is upright, with her head tilted slightly to the side. She appears to be enjoying the scenery as she looks up into the distance.",https://banodoco.s3.amazonaws.com/af4a4d01-8d8e-4c5a-96f7-474002d8349c_1.png,"The character in the image has a relaxed facial expression and body position, with her head tilted slightly to the side. She is looking away from the camera, which suggests that she's not looking at the camera directly. However, it's possible that she's looking at the scenery around her or at something else in the distance.","Relax your smile to a more neutral expression. Shift gaze away from the camera, looking off to the distance. Relax body posture slightly."
2ff51ecb-e9fd-4cf6-aeea-6d6aac271397,https://banodoco.s3.amazonaws.com/2ff51ecb-e9fd-4cf6-aeea-6d6aac271397_0.png,"The character in the image has a surprised expression on their face, as they look up at the camera and point to the screen. Their body position is similar to that of a person who's looking at the camera for the first time. They are standing with their arms outstretched towards the camera, which may indicate that they're excited or curious about something happening around them. In addition, their eyes are slightly closed, suggesting that they're not looking directly at the camera.",https://banodoco.s3.amazonaws.com/2ff51ecb-e9fd-4cf6-aeea-6d6aac271397_1.png,"The character in the image has a neutral facial expression and body position, with their head tilted slightly to the side. They're pointing their finger at the camera, which suggests that they're looking at the camera. However, it's unclear whether they're looking directly at the camera or not.",Relax your face to a neutral expression. Drop your arms to a relaxed position at your sides. Slightly tilt your head to the side and point your finger directly at the camera. Open your eyes more but maintain gaze direction.
9517acbb-ff3f-46e2-bab0-16ddc4beff2c,https://banodoco.s3.amazonaws.com/9517acbb-ff3f-46e2-bab0-16ddc4beff2c_0.png,"The character in the image has a neutral facial expression and body position, with their head tilted slightly to the side. They're pointing their finger at the camera, which suggests that they're looking at the camera. However, it's unclear whether they're looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/9517acbb-ff3f-46e2-bab0-16ddc4beff2c_1.png,"The character in the image has a neutral facial expression and body position, with their head tilted slightly to the side. They are pointing their finger at the camera, which suggests that they are looking at the camera. However, there is no indication of whether or not they are looking directly at the camera.",No change is needed. Please maintain your current pose.
af47f06a-a422-459f-9304-f73090930752,https://banodoco.s3.amazonaws.com/af47f06a-a422-459f-9304-f73090930752_0.png,"The character in the image has a neutral facial expression and is standing with their back to the camera. They're wearing a white shirt, tie, and dress pants, which suggests that they're not looking directly at the camera. However, it's unclear whether they're looking at the camera or not.",https://banodoco.s3.amazonaws.com/af47f06a-a422-459f-9304-f73090930752_1.png,"The character in the image has a neutral facial expression and body position. They're looking up at the camera, which suggests that they're thinking about something or contemplating their next move. However, it's unclear whether they're looking directly at the camera or not.",Turn your body to face the camera. Lift your gaze upwards. Maintain your neutral facial expression.
ab00f2e7-dc26-4ed6-8c37-a14731b0042d,https://banodoco.s3.amazonaws.com/ab00f2e7-dc26-4ed6-8c37-a14731b0042d_0.png,"The character in the image has a neutral facial expression and body position. They're looking up at the camera, which suggests that they're thinking about something or contemplating their next move. However, it's unclear whether they're looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/ab00f2e7-dc26-4ed6-8c37-a14731b0042d_1.png,"The character in the image has a neutral facial expression and body position, with their head tilted upwards. They appear to be looking up at the camera, which suggests that they're interested in what's happening around them. However, it's unclear whether or not they're looking directly at the camera.","""Tilt your head up further, keep looking at the camera, as if intrigued by the surroundings. Ensure your gaze is fixed directly at the camera."""
194d7753-3a32-443e-85c8-22a4963b1d1d,https://banodoco.s3.amazonaws.com/194d7753-3a32-443e-85c8-22a4963b1d1d_0.png,"The character in the image has a neutral facial expression and body position. They are leaning against the railing of the stairs, with their back to the camera. Their head is tilted slightly downwards, as if they're looking at the camera. However, their eyes are not focused on the camera, which may indicate that they're not looking directly at the camera.",https://banodoco.s3.amazonaws.com/194d7753-3a32-443e-85c8-22a4963b1d1d_1.png,"The woman in the image is posing for a photo while exercising on the stairs. Her facial expression is relaxed and her body position is upright, suggesting that she is engaged in a physical activity or workout. She is looking at the camera with a neutral expression, which suggests that she is not looking directly at the camera. However, it's possible that she may be looking at the camera from a different angle to show off her athletic physique.","Turn to face the camera, maintain neutral face, stand upright, lean slightly towards the camera as if in an exercise stance. Look directly at the camera, subtly highlighting your athletic build."
98308aa9-21b2-4637-81e3-d79551372882,https://banodoco.s3.amazonaws.com/98308aa9-21b2-4637-81e3-d79551372882_0.png,"The woman in the image is posing for a photo while exercising on the stairs. Her facial expression is relaxed and her body position is upright, suggesting that she is engaged in a physical activity or workout. She is looking at the camera with a neutral expression, which suggests that she is not looking directly at the camera. However, it's possible that she may be looking at the camera from a different angle to show off her athletic physique.",https://banodoco.s3.amazonaws.com/98308aa9-21b2-4637-81e3-d79551372882_1.png,"The character in the image has a frowning expression on their face, as if they're upset about something. Their body position is upright, with their head tilted slightly to the side. They appear to be looking at the camera, which may indicate that they're taking a photo or recording video. However, it's unclear whether they're looking directly at the camera or not.",Switch your relaxed face to a frown. Tilt your head a little to the side. Maintain eye contact with the camera.
6247111d-d26a-4f4e-8773-6967350bf5f7,https://banodoco.s3.amazonaws.com/6247111d-d26a-4f4e-8773-6967350bf5f7_0.png,"The character in the image has a serious expression on their face and is standing with their back to the camera. Their body position suggests that they're not looking directly at the camera, which may indicate that they're focused on something other than the camera.",https://banodoco.s3.amazonaws.com/6247111d-d26a-4f4e-8773-6967350bf5f7_1.png,"The character in the image has a neutral facial expression and body position, with her head tilted upwards. She appears to be looking up at the sky, which may indicate that she's contemplating something or thinking deeply about something. However, it is unclear whether she's looking directly at the camera or not.","Turn to face the camera. Drop the serious expression, opt for neutrality. Now tilt your head upwards, as if gazing at the sky. Maintain this posture."
2bdfb294-bcc2-4e11-bf08-32bb72e7f512,https://banodoco.s3.amazonaws.com/2bdfb294-bcc2-4e11-bf08-32bb72e7f512_0.png,"The character in the image has a neutral facial expression and body position, with her head tilted upwards. She appears to be looking up at the sky, which may indicate that she's contemplating something or thinking deeply about something. However, it is unclear whether she's looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/2bdfb294-bcc2-4e11-bf08-32bb72e7f512_1.png,"The female character in the image has a neutral facial expression and is standing with her back to the camera. Her head is tilted upwards, as if she's looking up into the sky or away from the camera. Her body position is relaxed and comfortable, suggesting that she may be taking a moment to think about something important or contemplative. However, it's unclear whether she's looking directly at the camera or not.",Turn and face away from the camera while maintaining your upward gaze and neutral expression. Relax your body stance.
46503289-231b-4c13-b81b-b89221b29d17,https://banodoco.s3.amazonaws.com/46503289-231b-4c13-b81b-b89221b29d17_0.png,"The character in the image has a frowning expression on their face and is looking up at the camera. They may be experiencing some sort of stress or anxiety, which can be conveyed through their facial expression. Their body position is also similar to that of an elderly person, with their head tilted downwards towards the water. It's unclear whether they're looking directly at the camera or away from it.",https://banodoco.s3.amazonaws.com/46503289-231b-4c13-b81b-b89221b29d17_1.png,"The female character in the image has a sad expression on her face, as she looks up at the camera. Her body is tilted slightly to the side, suggesting that she's facing away from the camera. She may be experiencing some sort of emotional or physical distress, which can be conveyed through her facial expression and body position. However, it's unclear whether she's looking directly at the camera or not.","Change frown to a soft, sad look. Position body to tilt slightly away from camera. Despite tilt, ensure eyes still meet lens."
8e8fb0df-15fa-41d7-8c86-2979bdb95192,https://banodoco.s3.amazonaws.com/8e8fb0df-15fa-41d7-8c86-2979bdb95192_0.png,"The female character in the image has a sad expression on her face, as she looks up at the camera. Her body is tilted slightly to the side, suggesting that she's facing away from the camera. She may be experiencing some sort of emotional or physical distress, which can be conveyed through her facial expression and body position. However, it's unclear whether she's looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/8e8fb0df-15fa-41d7-8c86-2979bdb95192_1.png,"The female character in the image has a sad expression on her face, as she looks up at the camera. Her body is tilted slightly to the side, suggesting that she's facing away from the camera. She may be experiencing some sort of mental health issue, such as depression or anxiety, and might not be looking directly at the camera.",Maintain your sad expression and body tilt. Shift your eyes to not look directly at the camera.
f867fdf3-963b-435e-9c75-b700b54604bb,https://banodoco.s3.amazonaws.com/f867fdf3-963b-435e-9c75-b700b54604bb_0.png,"The character in the image has a relaxed facial expression and body position. They're leaning over the edge of a waterfall, with their hands on their hips and knees. Their head is tilted to one side, as if they're looking at the camera. However, their eyes are closed, suggesting that they're not looking directly at the camera.",https://banodoco.s3.amazonaws.com/f867fdf3-963b-435e-9c75-b700b54604bb_1.png,"The character in the image has a relaxed facial expression and body position. They're leaning over the edge of a waterfall, with their hands on their hips and knees. Their head is tilted slightly to one side, as if they're looking at the camera. However, their eyes are closed, suggesting that they're not looking directly at the camera.","Your position and expression remain as they are, simply adjust your head tilt to be less extreme. Maintain your closed eyes."
051d4f7f-2456-448a-8dae-31e6ee55f820,https://banodoco.s3.amazonaws.com/051d4f7f-2456-448a-8dae-31e6ee55f820_0.png,"The character in the image has a relaxed facial expression and body position. They're leaning over the edge of a waterfall, with their hands on their hips and knees. Their head is tilted slightly to one side, as if they're looking at the camera. However, their eyes are closed, suggesting that they're not looking directly at the camera.",https://banodoco.s3.amazonaws.com/051d4f7f-2456-448a-8dae-31e6ee55f820_1.png,"The character in the image has a relaxed facial expression and body position. They're leaning over the waterfall with their hands on their hips, which suggests that they're enjoying the view of the waterfall from a distance. However, it's unclear whether they're looking at the camera or not.","Open your eyes and fix your gaze either on the camera or on the waterfall, keep your posture relaxed as it is."
1e67eb57-58bf-44cf-b91f-06fd03cb9776,https://banodoco.s3.amazonaws.com/1e67eb57-58bf-44cf-b91f-06fd03cb9776_0.png,"The character in the image has a relaxed facial expression and body position, with their eyes closed. They appear to be looking at the camera from a distance, which may indicate that they're not looking directly at the camera. However, it is possible that they are staring off into space or away from the camera.",https://banodoco.s3.amazonaws.com/1e67eb57-58bf-44cf-b91f-06fd03cb9776_1.png,"The character in the image has a positive facial expression and body position, with their head tilted upwards. They're looking up towards the sky, which suggests that they're enjoying themselves or taking in the scenery around them. However, it's unclear whether they're looking directly at the camera or not.","Open your eyes, turn your gaze upward as if looking at the sky. Tilt your head back slightly. Put on a light, joyful expression."
69c8456e-2298-4874-b096-e8c976047261,https://banodoco.s3.amazonaws.com/69c8456e-2298-4874-b096-e8c976047261_0.png,"The character in the image has a positive facial expression and body position, with their head tilted upwards. They're looking up towards the sky, which suggests that they're enjoying themselves or taking in the scenery around them. However, it's unclear whether they're looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/69c8456e-2298-4874-b096-e8c976047261_1.png,"The character in the image has a relaxed facial expression and body position, with their eyes closed. They appear to be looking at the camera, which suggests that they're not looking at the camera directly. However, there is a possibility that they may be looking away from the camera for some reason.","""Change your positive expression to a relaxed one. Close your eyes, tilt your head downwards, suggesting a restful state."""
7a825b7a-e83c-44b4-8122-2ec678e2802a,https://banodoco.s3.amazonaws.com/7a825b7a-e83c-44b4-8122-2ec678e2802a_0.png,"The female character in the image has a serious expression on her face, as if she's contemplating something important. Her body position is upright, with her head tilted slightly to the side and her hands resting on her hips. She appears to be looking directly at the camera, which may indicate that she's engaged in some sort of meditation or mindfulness practice.",https://banodoco.s3.amazonaws.com/7a825b7a-e83c-44b4-8122-2ec678e2802a_1.png,"The character in the image has a frowning expression on their face, which suggests that they're not looking at the camera. Their body position is also unattractive, as they appear to be leaning against the wall with their back to the camera. Overall, the facial expression and body positioning of the character suggest that they may be feeling uncomfortable or upset.","""Transition your expression to a frown. Pivot, putting your back towards the camera. Lean against the wall. Allow your gaze to divert from the camera."""
bba94080-d2e2-4dd1-b30b-a1a3830f9b8e,https://banodoco.s3.amazonaws.com/bba94080-d2e2-4dd1-b30b-a1a3830f9b8e_0.png,"The character in the image has a frowning expression on their face, which suggests that they're not looking at the camera. Their body position is also unattractive, as they appear to be leaning against the wall with their back to the camera. Overall, the facial expression and body positioning of the character suggest that they may be feeling uncomfortable or upset.",https://banodoco.s3.amazonaws.com/bba94080-d2e2-4dd1-b30b-a1a3830f9b8e_1.png,"The character in the image has a frowning expression on their face, which suggests that they're not looking at the camera. Their body position is also unattractive, as they appear to be leaning against the wall with their back to the camera. Overall, the facial expression and body positioning of the character suggest that they may be frustrated or angry.","""Tighten your frown slightly and furrow your brows to convey frustration or anger."""
45b869aa-d658-4ed8-beaa-186fab795c78,https://banodoco.s3.amazonaws.com/45b869aa-d658-4ed8-beaa-186fab795c78_0.png,"The woman in the image has a serious expression on her face as she stares at the screen of her tablet computer. Her body position is relaxed and comfortable, suggesting that she's not looking directly at the camera. However, it's unclear whether she's actually looking at the camera or just staring off into space.",https://banodoco.s3.amazonaws.com/45b869aa-d658-4ed8-beaa-186fab795c78_1.png,"The woman in the image has a relaxed facial expression, with her eyes closed. She appears to be enjoying her time on the tablet and is not looking directly at the camera. Her body position suggests that she is sitting or lying down, which may indicate that she is using the tablet for entertainment or relaxing purposes. However, it's unclear whether she is looking at the camera or not.","Close your eyes, soften your facial expression to appear relaxed, convey enjoyment. Stick with the same body position and continue ignoring the camera."
4ec552c6-d4d8-4f6a-8303-f951c36c64fd,https://banodoco.s3.amazonaws.com/4ec552c6-d4d8-4f6a-8303-f951c36c64fd_0.png,"The woman in the image has a relaxed facial expression, with her eyes closed. She appears to be enjoying her time on the tablet and is not looking directly at the camera. Her body position suggests that she is sitting or lying down, which may indicate that she is using the tablet for entertainment or relaxing purposes. However, it's unclear whether she is looking at the camera or not.",https://banodoco.s3.amazonaws.com/4ec552c6-d4d8-4f6a-8303-f951c36c64fd_1.png,"The woman in the image has a neutral facial expression and is sitting on the couch with her eyes closed. Her body position is relaxed and comfortable, suggesting that she's not actively looking at the camera. She appears to be using her tablet or smartphone as she sits on the couch, which may indicate that she's engaged in some sort of activity such as watching a movie or reading a book.",Open your eyes halfway for a neutral expression. Stay in the same position but focus on the tablet as if reading or watching something. Ensure your posture remains relaxed on the couch.
e239b9cc-5db6-4b50-8438-82838eae5a94,https://banodoco.s3.amazonaws.com/e239b9cc-5db6-4b50-8438-82838eae5a94_0.png,"The asian woman in the image is looking at the camera with a serious expression. She has her head tilted slightly to the side, which suggests that she's not looking directly at the camera. However, it's unclear whether or not she's actually looking at the camera.",https://banodoco.s3.amazonaws.com/e239b9cc-5db6-4b50-8438-82838eae5a94_1.png,"The asian woman in the image has a neutral facial expression, with her head tilted slightly upwards. Her body position is upright, and she's looking up at the camera. She may be thinking about something or contemplating their next move.",Relax your face to a neutral expression. Tilt your head slightly upward. Maintain eye contact with the camera. Straighten your body to an upright position.
578023bf-dc6c-4e60-9944-00905a4d9a84,https://banodoco.s3.amazonaws.com/578023bf-dc6c-4e60-9944-00905a4d9a84_0.png,"The asian woman in the image has a neutral facial expression, with her head tilted slightly upwards. Her body position is upright, and she's looking up at the camera. She may be thinking about something or contemplating their next move.",https://banodoco.s3.amazonaws.com/578023bf-dc6c-4e60-9944-00905a4d9a84_1.png,"The asian woman in the image has a smile on her face and is looking directly at the camera. Her body position is upright, with her head tilted slightly to the side. This character's facial expression suggests that they are happy or excited about something, which can be conveyed through their facial expression as well as their body language.",Transition your gaze from upwards to directly at the camera. Tilt your head slightly to the side and replace your neutral expression with a smile. Convey happiness and excitement through your body language.
fbdfcce3-d859-40c7-a8c3-10225408bb22,https://banodoco.s3.amazonaws.com/fbdfcce3-d859-40c7-a8c3-10225408bb22_0.png,"The character in the image has a frowning expression on their face, as if they're upset about something. Their body position is upright, with their head tilted slightly to the side. They appear to be looking at the camera, which may indicate that they're taking a photo or recording video. However, it's unclear whether they're looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/fbdfcce3-d859-40c7-a8c3-10225408bb22_1.png,"The character in the image has a frowning expression on their face as they look up at the skyscrapers in the background. Their body position is upright, with their head tilted slightly to the side and their shoulders relaxed. They appear to be looking directly at the camera, which may indicate that they're taking a photo of the skyscrapers from a distance.",Maintain your frowning expression and upright posture. Relax your shoulders. Tilt your head more to the side and gaze upwards as if observing the skyscrapers.'
855b4d46-be07-466a-a8fa-3a1a0e5b536d,https://banodoco.s3.amazonaws.com/855b4d46-be07-466a-a8fa-3a1a0e5b536d_0.png,"The character in the image has a frowning expression on their face as they look up at the skyscrapers in the background. Their body position is upright, with their head tilted slightly to the side and their shoulders relaxed. They appear to be looking directly at the camera, which may indicate that they're taking a photo of the skyscrapers from a distance.",https://banodoco.s3.amazonaws.com/855b4d46-be07-466a-a8fa-3a1a0e5b536d_1.png,"The character in the image has a frowning expression on their face, as if they're annoyed or frustrated. Their body position is upright, with their head tilted slightly to the side. They appear to be looking away from the camera, which may indicate that they aren't looking directly at the camera.","Shift your gaze to the side, away from the camera. Maintain frowning expression and body posture."
1fcb9dc9-4d62-4cc1-aa87-b24157aec181,https://banodoco.s3.amazonaws.com/1fcb9dc9-4d62-4cc1-aa87-b24157aec181_0.png,"The character in the image has a neutral facial expression and body position, with their head tilted slightly to the side. They're looking away from the camera, which suggests that they're not looking directly at the camera. However, it's possible that they're staring off into space or thinking about something else.",https://banodoco.s3.amazonaws.com/1fcb9dc9-4d62-4cc1-aa87-b24157aec181_1.png,"The character in the image has a thoughtful facial expression and body position. They're looking at the camera with their hand on their chin, suggesting that they're contemplating something or thinking about something. However, it's unclear whether they're looking directly at the camera or not.",Shift from neutral to a thoughtful facial expression. Direct your gaze at the camera. Place your hand on your chin.
387ea21c-fa8d-4239-af75-1c91e13bf625,https://banodoco.s3.amazonaws.com/387ea21c-fa8d-4239-af75-1c91e13bf625_0.png,"The character in the image has a thoughtful facial expression and body position. They're looking at the camera with their hand on their chin, suggesting that they're contemplating something or thinking about something. However, it's unclear whether they're looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/387ea21c-fa8d-4239-af75-1c91e13bf625_1.png,"The character in the image has a smiling facial expression and is standing with their hand on their chin. They're looking at the camera, which suggests that they're thinking about something or contemplating something. However, it's unclear whether they're looking directly at the camera or not.",Change your thoughtful expression to a smile. Maintain hand position and eye contact with the camera.
7d685209-460c-47ba-9af4-f9a77e38c2d7,https://banodoco.s3.amazonaws.com/7d685209-460c-47ba-9af4-f9a77e38c2d7_0.png,"The woman in the image has a smile on her face and is leaning against the wall. Her body position suggests that she is looking at the camera, which may indicate that she is taking a photo or recording herself for a social media platform. However, it's unclear whether she is looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/7d685209-460c-47ba-9af4-f9a77e38c2d7_1.png,"The woman in the image has a smile on her face and is leaning against the wall with her arms crossed. Her body position suggests that she's sitting or standing, but it's unclear whether she's looking at the camera or not.","""Cross your arms. Adjust your position to standing or sitting, according to comfort."""
5833eb6c-799c-4866-ae72-32c8fc987de8,https://banodoco.s3.amazonaws.com/5833eb6c-799c-4866-ae72-32c8fc987de8_0.png,"The woman in the image has a smile on her face and is leaning against the wall with her arms crossed. Her body position suggests that she's sitting or standing, but it's unclear whether she's looking at the camera or not.",https://banodoco.s3.amazonaws.com/5833eb6c-799c-4866-ae72-32c8fc987de8_1.png,"The woman in the image has a smile on her face and is leaning towards the camera. Her body position suggests that she's looking at the camera, which may indicate that she's taking a photo or recording herself for a social media platform. However, it's unclear whether she's looking directly at the camera or not.","""Uncross arms, lean in towards the camera. Maintain smile. Ensure gaze is at camera."""
f20f8df8-fdf4-4e4a-a7dd-f16ce4917bc3,https://banodoco.s3.amazonaws.com/f20f8df8-fdf4-4e4a-a7dd-f16ce4917bc3_0.png,"The character in the image is wearing a hoodie and has a frowning expression on their face. They're standing with their back to the camera, which suggests that they're not looking directly at the camera. However, it's possible that they're facing away from the camera or aren't looking at the camera at all.",https://banodoco.s3.amazonaws.com/f20f8df8-fdf4-4e4a-a7dd-f16ce4917bc3_1.png,"The man in the hoodie is looking at the camera with a serious expression. Their body position suggests that they're not looking directly at the camera, which may indicate that they're hiding something from the camera or trying to hide their identity.",Rotate to face the camera. Change your frown to a serious expression. Maintain your stance.
2e3f7769-0c0d-4392-a334-9852a064bf4e,https://banodoco.s3.amazonaws.com/2e3f7769-0c0d-4392-a334-9852a064bf4e_0.png,"The man in the hoodie is looking at the camera with a serious expression. Their body position suggests that they're not looking directly at the camera, which may indicate that they're hiding something from the camera or trying to hide their identity.",https://banodoco.s3.amazonaws.com/2e3f7769-0c0d-4392-a334-9852a064bf4e_1.png,"The man in the hoodie is looking at the camera with a serious expression. Their body position suggests that they're not looking directly at the camera, which may indicate that they're focused on something other than the camera. However, their facial expression and body language suggest that they're interested in what the camera is trying to capture.","Shift your gaze slightly off camera to suggest focus on something else. Maintain your serious expression but add an element of intrigue, as if you're interested in what's happening out of shot."
274995a6-9822-433a-81aa-289fbe8a3de4,https://banodoco.s3.amazonaws.com/274995a6-9822-433a-81aa-289fbe8a3de4_0.png,"The boy in the image has a serious expression on his face and is looking up at the sky. His body position is upright, with his head tilted slightly to the side. He appears to be staring into space, which may indicate that he's thinking about something important or contemplative. However, it's unclear whether he's looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/274995a6-9822-433a-81aa-289fbe8a3de4_1.png,"The boy in the image has a confused expression on his face, as he stares at the camera. His body is tilted slightly to the side, suggesting that he's not looking directly at the camera. However, it's hard to tell whether or not he's actually looking at the camera.","Change your expression to one of confusion. Shift gaze from sky to lens. Tilt entire body subtly to the side, without breaking eye contact."
d9519896-7dec-41f3-99d0-6c6d5bef45d8,https://banodoco.s3.amazonaws.com/d9519896-7dec-41f3-99d0-6c6d5bef45d8_0.png,"The boy in the image has a confused expression on his face, as he stares at the camera. His body is tilted slightly to the side, suggesting that he's not looking directly at the camera. However, it's hard to tell whether or not he's actually looking at the camera.",https://banodoco.s3.amazonaws.com/d9519896-7dec-41f3-99d0-6c6d5bef45d8_1.png,"The young boy in the image has a confused expression on his face. He looks up at the sky, as if he's trying to figure out what's going on around him. His body position is upright, with his head tilted towards the sky and his hands resting on his knees. He may be looking at the camera, but it's not clear if he's looking directly at it or away from it.","Straighten your body to an upright position. Rest your hands on your knees. Tilt your head upwards, maintaining your confused look towards the sky."
b1778608-22d0-4aa6-aeef-362517e9276d,https://banodoco.s3.amazonaws.com/b1778608-22d0-4aa6-aeef-362517e9276d_0.png,"The character in the image is sitting at a desk and writing on a piece of paper. He has a serious expression on his face, as if he's focused on what he's writing. His body position is upright, with his head tilted slightly to the side. He appears to be looking at the camera, which suggests that he's engaged in some type of work or activity.",https://banodoco.s3.amazonaws.com/b1778608-22d0-4aa6-aeef-362517e9276d_1.png,"The character in the image has a serious expression on their face. They are sitting at a desk, with their back to the camera, and they're holding a pen in one hand and a notebook in the other. Their body position is upright, with their head tilted slightly towards the camera. They may be looking at the camera for some reason, or they may not be looking at the camera at all.","Turn to face your back towards the camera. Swap your paper for a notebook. Keep the serious expression, upright position, and pen in hand. Keep or lose eye contact with the camera, as you prefer."
d437978e-0274-4559-9310-d3288d0a3e80,https://banodoco.s3.amazonaws.com/d437978e-0274-4559-9310-d3288d0a3e80_0.png,"The character in the image has a serious expression on their face. They are sitting at a desk, with their back to the camera, and they're holding a pen in one hand and a notebook in the other. Their body position is upright, with their head tilted slightly towards the camera. They may be looking at the camera for some reason, or they may not be looking at the camera at all.",https://banodoco.s3.amazonaws.com/d437978e-0274-4559-9310-d3288d0a3e80_1.png,"The character in the image is sitting at a desk with his back to the camera. He has a serious expression on his face, as if he's contemplating something or thinking about something. His body position is upright and he appears to be looking directly at the camera.",Maintain your serious expression. Stay in the upright posture. Pivot your head to gaze directly into the camera. Ensure the pen and notebook stay in your hands.
1ec7cfd5-daf7-4c08-b97b-f06dd48138cf,https://banodoco.s3.amazonaws.com/1ec7cfd5-daf7-4c08-b97b-f06dd48138cf_0.png,"The woman in the image has a serious expression on her face, as if she's contemplating something important. Her body position is upright, with her head tilted slightly to the side and her hands resting on her hips. She appears to be looking directly at the camera, which may indicate that she's taking a photo or recording video.",https://banodoco.s3.amazonaws.com/1ec7cfd5-daf7-4c08-b97b-f06dd48138cf_1.png,"The character in the image has a positive facial expression and body position, with her head tilted slightly to the side. She is smiling at the camera while holding a cup of coffee or tea, which suggests that she's taking a photo or recording video. Her curly hair may indicate that she has naturally curly hair, which could be an indication of her ethnicity or race. In addition, there is a small amount of makeup on her face, suggesting that she might be applying it for a special occasion such as a birthday or wedding.","Shift from a serious to a positive expression, add a smile. Replace hands-on-hips pose with holding a cup of coffee. Apply a slight amount of make-up. Keep the rest as it is."
2f25ee90-fa6c-4330-8292-1d01ee9aac05,https://banodoco.s3.amazonaws.com/2f25ee90-fa6c-4330-8292-1d01ee9aac05_0.png,"The character in the image has a positive facial expression and body position, with her head tilted slightly to the side. She is smiling at the camera while holding a cup of coffee or tea, which suggests that she's taking a photo or recording video. Her curly hair may indicate that she has naturally curly hair, which could be an indication of her ethnicity or race. In addition, there is a small amount of makeup on her face, suggesting that she might be applying it for a special occasion such as a birthday or wedding.",https://banodoco.s3.amazonaws.com/2f25ee90-fa6c-4330-8292-1d01ee9aac05_1.png,"The character in the image has a smile on their face and is looking at the camera. Their body position is upright, which suggests that they're facing the camera directly. However, it's not clear whether they're looking at the camera or not.","Drop the coffee cup and stand upright. Maintain eye contact with the camera, but keep the same smile."
377f3078-5368-49e8-9ceb-47887fc7677d,https://banodoco.s3.amazonaws.com/377f3078-5368-49e8-9ceb-47887fc7677d_0.png,"The character in the image has a neutral facial expression and body position, with their head tilted to the side. They're looking up at the skyscrapers in the background, as if they're watching them from a distance. However, it's unclear whether they're looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/377f3078-5368-49e8-9ceb-47887fc7677d_1.png,"The character in the image has a neutral facial expression and body position, with their head tilted slightly to the side. They're looking up at the skyscrapers in the background, which suggests that they're enjoying the view of the city from a distance. However, it's unclear whether they're looking directly at the camera or not.","""Slightly decrease your head tilt, subtly express enjoyment on your face while maintaining neutrality."""
3fc53eab-1af3-4c90-9d80-45d77490bf42,https://banodoco.s3.amazonaws.com/3fc53eab-1af3-4c90-9d80-45d77490bf42_0.png,"The character in the image has a neutral facial expression and body position, with their head tilted slightly to the side. They're looking up at the skyscrapers in the background, which suggests that they're enjoying the view of the city from a distance. However, it's unclear whether they're looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/3fc53eab-1af3-4c90-9d80-45d77490bf42_1.png,"The character in the image has a neutral facial expression and body position. They're looking up at the skyscrapers, which are visible in the background of the image. However, their head is tilted slightly to the side, suggesting that they're not looking directly at the camera.","Maintain your facial expression and body position. Tilt your head slightly, but switch your gaze from the skyscrapers to the camera."
77103f7c-9d2d-4dfa-bbe6-f045f69d7cb8,https://banodoco.s3.amazonaws.com/77103f7c-9d2d-4dfa-bbe6-f045f69d7cb8_0.png,"The character in the image has a sad expression on their face. They are looking at the camera, which suggests that they're not looking directly at the camera. However, there is no indication of whether or not they're looking at the camera.",https://banodoco.s3.amazonaws.com/77103f7c-9d2d-4dfa-bbe6-f045f69d7cb8_1.png,"The character in the image has a frowning expression on their face, which suggests that they are looking at the camera. Their body position is upright with their head tilted slightly to the side and their hands resting on their cheeks. They appear to be taking care of their eyebrows as they look into the camera. It's unclear whether or not this person is looking directly at the camera.","Shift from a sad to a frowning expression. Upright your body, tilt your head slightly to the side. Rest your hands on your cheeks. Arch your eyebrows."
a8d6a059-2e7e-44e1-916e-8e4095838cae,https://banodoco.s3.amazonaws.com/a8d6a059-2e7e-44e1-916e-8e4095838cae_0.png,"The character in the image has a frowning expression on their face, which suggests that they are looking at the camera. Their body position is upright with their head tilted slightly to the side and their hands resting on their cheeks. They appear to be taking care of their eyebrows as they look into the camera. It's unclear whether or not this person is looking directly at the camera.",https://banodoco.s3.amazonaws.com/a8d6a059-2e7e-44e1-916e-8e4095838cae_1.png,"The female character in the image has a frowning expression on her face, which suggests that she's looking at the camera. Her body position is upright, with her head tilted slightly to the side and her hands resting on her hips. She appears to be holding an eyelash curler or some other type of hair-removal tool in one hand and a makeup brush in the other.","Lift hands from cheeks to hips. In right hand have an eyelash curler, left hand - a makeup brush."
